        PosP R         PosP T         PosP N         VelP R         VelP T         VelP N        X E Cov        Y E Cov 
     0.4919102      1.8906209      0.1866253      0.4644497      1.3244043      0.1911994      2.7666964      2.8413974 
     0.4919102      1.8906209      0.1866253     -0.4172209     -0.0694020      1.0495187      2.6929429      2.9336709 
     0.4919102      1.8906209      0.1866253     -0.1667615      1.0145148     -1.4071743      2.9256949      2.6873773 
     0.4919102      1.8906209      0.1866253     -0.0239310      0.1047182      0.9012538      2.7062922      2.9157247 
     0.4919102      1.8906209      0.1866253     -1.8144229      0.3981047      0.9430387      2.7005350      2.9233913 
     0.4919102      1.8906209      0.1866253      1.2201245     -0.6383207      0.5625904      2.7402466      2.8726359 
     0.4919102      1.8906209      0.1866253     -0.7814302     -0.9597891     -1.2299996      2.9331622      2.6813029 
     0.4919102      1.8906209      0.1866253     -0.3810850     -0.3567030      0.2033539      2.7725438      2.8347453 
     0.4919102      1.8906209      0.1866253      0.3492262      0.2325133      1.5052410      2.6548800      2.9883121 
     0.4919102      1.8906209      0.1866253     -1.3860063     -1.3994367      1.1188753      2.6862613      2.9428812 
     0.4919102      1.8906209      0.1866253      1.0007892     -0.9560077     -0.7205934      2.8748696      2.7311808 
     0.4919102      1.8906209      0.1866253      2.1481327     -2.0398905      0.3566910      2.7673116      2.8406934 
     0.4919102      1.8906209      0.1866253      0.6280798     -1.3061441      1.0890727      2.6912129      2.9360408 
     0.4919102      1.8906209      0.1866253     -0.9492429      1.1160621      0.7924408      2.7134477      2.9063467 
     0.4919102      1.8906209      0.1866253     -0.9252801     -1.0343318      1.8913195      2.6183938      3.0461132 
     0.4919102      1.8906209      0.1866253      1.0770867     -0.2668660     -2.4660094      3.0728387      2.5818878 
     0.4919102      1.8906209      0.1866253      0.5726008     -0.1281972     -0.1539887      2.8073434      2.7969202 
     0.4919102      1.8906209      0.1866253     -0.1060482      0.0393042      1.5990002      2.6463390      3.0013366 
     0.4919102      1.8906209      0.1866253     -0.8126422     -0.1986591      0.0425682      2.7872437      2.8184077 
     0.4919102      1.8906209      0.1866253     -0.1583439      0.7024726      1.0206828      2.6951660      2.9306407 
     0.4919102      1.8906209      0.1866253     -0.4936591      0.9723109     -0.0805953      2.7927183      2.8124598 
     0.4919102      1.8906209      0.1866253      0.7137471      1.1765634      1.2869285      2.6738154      2.9604596 
     0.4919102      1.8906209      0.1866253     -1.9109272      0.3325995      0.4189255      2.7478773      2.8634249 
     0.4919102      1.8906209      0.1866253     -1.1665296      0.7265901      0.7027454      2.7217578      2.8956593 
     0.4919102      1.8906209      0.1866253      0.3063018      0.8695428     -0.0904087      2.7947543      2.8102664 
     0.4919102      1.8906209      0.1866253     -0.5088718      0.5297325     -0.5398119      2.8405623      2.7634081 
     0.4919102      1.8906209      0.1866253      1.4038577     -0.0653253     -1.6644592      2.9705023      2.6521935 
     0.4919102      1.8906209      0.1866253      0.3586259      1.0264729      2.2337828      2.5997697      3.0779407 
     0.4919102      1.8906209      0.1866253     -0.5620077     -0.0552670      1.9296960      2.6186100      3.0457533 
     0.4919102      1.8906209      0.1866253     -0.3442291     -0.7575190      0.8444031      2.7124538      2.9076394 
     0.4919102      1.8906209      0.1866253      0.1137190      1.4886467      0.1404081      2.7702890      2.8372999 
     0.4919102      1.8906209      0.1866253      0.7134628     -0.6447950      1.7779997      2.6310319      3.0254394 
     0.4919102      1.8906209      0.1866253     -0.4908332     -0.6165948     -1.8006490      2.9966546      2.6329817 
     0.4919102      1.8906209      0.1866253     -0.2753271     -1.3112791     -0.8719346      2.8959148      2.7125038 
     0.4919102      1.8906209      0.1866253     -1.7535122     -0.9951136      0.4461683      2.7502045      2.8606484 
     0.4919102      1.8906209      0.1866253      0.1688645     -0.1313468      0.4787412      2.7456172      2.8661358 
     0.4919102      1.8906209      0.1866253     -2.1346639     -0.9254448     -0.2757059      2.8241918      2.7796240 
     0.4919102      1.8906209      0.1866253     -0.5494854      0.3916773     -0.7968868      2.8682279      2.7372427 
     0.4919102      1.8906209      0.1866253      1.6328383      0.0960039     -1.9112228      2.9967062      2.6329446 
     0.4919102      1.8906209      0.1866253     -0.8381415      1.6797371      0.5187264      2.7357913      2.8780913 
     0.4919102      1.8906209      0.1866253      0.7139483     -0.4148903      0.7066644      2.7256119      2.8907754 
     0.4919102      1.8906209      0.1866253      0.5703884      2.4781987      1.2686047      2.6754256      2.9581537 
     0.4919102      1.8906209      0.1866253      0.0867575     -0.3487842     -0.8884900      2.8862691      2.7209657 
     0.4919102      1.8906209      0.1866253      0.0380655     -1.0856448      0.9423098      2.7041435      2.9185733 
     0.4919102      1.8906209      0.1866253     -1.2834847     -0.5324218      0.9842130      2.6982940      2.9264054 
     0.4919102      1.8906209      0.1866253      0.0650910      1.2991404     -1.0715005      2.8873462      2.7200127 
     0.4919102      1.8906209      0.1866253      0.0717370     -1.3309081      1.0621692      2.6931517      2.9333856 
     0.4919102      1.8906209      0.1866253      0.1745639      3.1821597     -0.3928474      2.8085134      2.7956985 
     0.4919102      1.8906209      0.1866253     -0.1105937      0.6583611      1.5454134      2.6516264      2.9932388 
     0.4919102      1.8906209      0.1866253      0.1412339      0.5602352      1.2125177      2.6792772      2.9526766 
     0.4919102      1.8906209      0.1866253      0.7943790     -0.1439475      2.9027083      2.5457063      3.1807712 
     0.4919102      1.8906209      0.1866253      0.9230881     -0.8843058     -2.4296483      3.0830942      2.5755118 
     0.4919102      1.8906209      0.1866253      1.1520734     -0.6435980     -1.5388740      2.9652417      2.6561715 
     0.4919102      1.8906209      0.1866253     -0.2348030     -0.0356129      2.1660466      2.6003389      3.0769430 
     0.4919102      1.8906209      0.1866253     -1.3625494      0.8608131      1.6589612      2.6414596      3.0089118 
     0.4919102      1.8906209      0.1866253     -0.1481382      0.2978356     -0.5584495      2.8446269      2.7594685 
     0.4919102      1.8906209      0.1866253      0.4250343      0.0260105     -1.6112315      2.9628006      2.6580308 
     0.4919102      1.8906209      0.1866253      1.9409657     -1.2394492      0.3307380      2.7659495      2.8422535 
     0.4919102      1.8906209      0.1866253      0.1906322      1.5465096      0.5832190      2.7314559      2.8834557 
     0.4919102      1.8906209      0.1866253      0.4798047      1.1651347      1.2347730      2.6778143      2.9547505 
     0.4919102      1.8906209      0.1866253      0.4435985     -0.7013654     -0.6233853      2.8611865      2.7437602 
     0.4919102      1.8906209      0.1866253     -1.4031887     -0.2090938      1.0349707      2.6933261      2.9331473 
     0.4919102      1.8906209      0.1866253      0.6454351      1.2318827     -1.0001307      2.8810055      2.7256531 
     0.4919102      1.8906209      0.1866253      1.2154587     -0.0717254     -0.1481820      2.8067947      2.7974942 
     0.4919102      1.8906209      0.1866253      0.1485808      0.9183272     -1.5974178      2.9476662      2.6697506 
     0.4919102      1.8906209      0.1866253      0.8503991      0.1536375      0.1482591      2.7762952      2.8305243 
     0.4919102      1.8906209      0.1866253      0.5637547      2.0569302      1.0282174      2.6942892      2.9318337 
     0.4919102      1.8906209      0.1866253     -0.2511046     -0.6176727      0.7563798      2.7205195      2.8972383 
     0.4919102      1.8906209      0.1866253     -0.6505808      1.0344066     -0.4143233      2.8241024      2.7797141 
     0.4919102      1.8906209      0.1866253      0.4185372     -0.4163319     -2.8258779      3.1245491      2.5508278 
     0.4919102      1.8906209      0.1866253     -0.8805144      0.8173558      1.0344576      2.6932175      2.9332957 
     0.4919102      1.8906209      0.1866253     -1.3432902      0.6275275     -0.2617543      2.8117067      2.7923800 
    -0.6116606      1.7488539     -0.3191857     -0.2697468      1.7401177      0.7428748      2.5241595      2.5493995 
    -0.6116606      1.7488539     -0.3191857      0.3122645      1.0707520     -0.0940861      2.5953812      2.4779242 
    -0.6116606      1.7488539     -0.3191857     -0.7626383      0.9556161      1.1556141      2.4890043      2.5895319 
    -0.6116606      1.7488539     -0.3191857     -1.2403553      1.3051345      2.1248312      2.4167221      2.6847108 
    -0.6116606      1.7488539     -0.3191857      0.4650196      0.4329045      1.4884300      2.4581939      2.6278314 
    -0.6116606      1.7488539     -0.3191857     -0.0570234     -0.4124871      0.2012705      2.5694241      2.5025932 
    -0.6116606      1.7488539     -0.3191857     -0.9483128     -1.1361858      0.5735687      2.5349176      2.5378066 
    -0.6116606      1.7488539     -0.3191857     -0.7276903     -0.5385989     -0.5658896      2.6485043      2.4317161 
    -0.6116606      1.7488539     -0.3191857     -0.4538511      0.5040608     -1.0181424      2.6898872      2.3992127 
    -0.6116606      1.7488539     -0.3191857      0.5075865      0.9643706     -2.6888306      2.8698393      2.2850442 
    -0.6116606      1.7488539     -0.3191857     -0.4353617      0.3708653     -1.0213981      2.6910107      2.3983688 
    -0.6116606      1.7488539     -0.3191857     -0.1549746      1.0584077     -1.8669112      2.7757716      2.3398682 
    -0.6116606      1.7488539     -0.3191857     -1.4835649      0.3714950     -0.7886224      2.6695600      2.4148256 
    -0.6116606      1.7488539     -0.3191857     -0.1186653     -0.3797580      3.0564587      2.3356474      2.8180219 
    -0.6116606      1.7488539     -0.3191857      0.6131484      1.3089935      2.0364415      2.4211973      2.6782501 
    -0.6116606      1.7488539     -0.3191857     -0.5060998     -0.2681431      1.5545776      2.4504665      2.6379416 
    -0.6116606      1.7488539     -0.3191857     -0.0708575      0.4169852     -0.2606735      2.6130255      2.4619699 
    -0.6116606      1.7488539     -0.3191857      1.6988659     -1.3155329      1.4944459      2.4465265      2.6431791 
    -0.6116606      1.7488539     -0.3191857      0.0808478     -0.9884230     -1.4179509      2.7447264      2.3601735 
    -0.6116606      1.7488539     -0.3191857      0.1111379      0.0866533      1.5665786      2.4506055      2.6377579 
    -0.6116606      1.7488539     -0.3191857      0.2907973     -0.0877765     -0.7423335      2.6622781      2.4205820 
    -0.6116606      1.7488539     -0.3191857     -1.3736164     -0.3149914      0.0516799      2.5867025      2.4860087 
    -0.6116606      1.7488539     -0.3191857     -1.3564792     -0.3101441      2.2935804      2.3927823      2.7207296 
    -0.6116606      1.7488539     -0.3191857      0.2374060     -0.0175563      1.4066434      2.4629031      2.6217727 
    -0.6116606      1.7488539     -0.3191857     -1.8420513     -1.0042891     -2.4335098      2.8818051      2.2787089 
    -0.6116606      1.7488539     -0.3191857      1.7722715     -1.2412327     -0.3063707      2.6171281      2.4583497 
    -0.6116606      1.7488539     -0.3191857      0.4002092      0.0464716      1.0061690      2.4965073      2.5806633 
    -0.6116606      1.7488539     -0.3191857      0.3311030      0.1533182     -1.7908551      2.7754622      2.3400646 
    -0.6116606      1.7488539     -0.3191857      0.4644497      1.3244043      0.1911994      2.5692854      2.5027290 
    -0.6116606      1.7488539     -0.3191857     -0.4172209     -0.0694020      1.0495187      2.4936810      2.5839838 
    -0.6116606      1.7488539     -0.3191857     -0.1667615      1.0145148     -1.4071743      2.7263973      2.3727494 
    -0.6116606      1.7488539     -0.3191857     -0.0239310      0.1047182      0.9012538      2.5064047      2.5692219 
    -0.6116606      1.7488539     -0.3191857     -1.8144229      0.3981047      0.9430387      2.5066026      2.5689960 
    -0.6116606      1.7488539     -0.3191857      1.2201245     -0.6383207      0.5625904      2.5327013      2.5401698 
    -0.6116606      1.7488539     -0.3191857     -0.7814302     -0.9597891     -1.2299996      2.7251876      2.3735954 
    -0.6116606      1.7488539     -0.3191857     -0.3810850     -0.3567030      0.2033539      2.5699021      2.5021254 
    -0.6116606      1.7488539     -0.3191857      0.3492262      0.2325133      1.5052410      2.4559898      2.6306936 
    -0.6116606      1.7488539     -0.3191857     -1.3860063     -1.3994367      1.1188753      2.4838808      2.5956876 
    -0.6116606      1.7488539     -0.3191857      1.0007892     -0.9560077     -0.7205934      2.6623113      2.4205555 
    -0.6116606      1.7488539     -0.3191857      2.1481327     -2.0398905      0.3566910      2.5486566      2.5234367 
    -0.6116606      1.7488539     -0.3191857      0.6280798     -1.3061441      1.0890727      2.4837050      2.5959002 
    -0.6116606      1.7488539     -0.3191857     -0.9492429      1.1160621      0.7924408      2.5198382      2.5541434 
    -0.6116606      1.7488539     -0.3191857     -0.9252801     -1.0343318      1.8913195      2.4185827      2.6820147 
    -0.6116606      1.7488539     -0.3191857      1.0770867     -0.2668660     -2.4660094      2.8602494      2.2902180 
    -0.6116606      1.7488539     -0.3191857      0.5726008     -0.1281972     -0.1539887      2.6022238      2.4716617 
    -0.6116606      1.7488539     -0.3191857     -0.1060482      0.0393042      1.5990002      2.4480233      2.6411827 
    -0.6116606      1.7488539     -0.3191857     -0.8126422     -0.1986591      0.0425682      2.5862536      2.4864313 
    -0.6116606      1.7488539     -0.3191857     -0.1583439      0.7024726      1.0206828      2.4983355      2.5785281 
    -0.6116606      1.7488539     -0.3191857     -0.4936591      0.9723109     -0.0805953      2.5959691      2.4773824 
    -0.6116606      1.7488539     -0.3191857      0.7137471      1.1765634      1.2869285      2.4771959      2.6038439 
    -0.6116606      1.7488539     -0.3191857     -1.9109272      0.3325995      0.4189255      2.5530838      2.5189066 
    -0.6116606      1.7488539     -0.3191857     -1.1665296      0.7265901      0.7027454      2.5270398      2.5462656 
    -0.6116606      1.7488539     -0.3191857      0.3063018      0.8695428     -0.0904087      2.5953060      2.4779936 
    -0.6116606      1.7488539     -0.3191857     -0.5088718      0.5297325     -0.5398119      2.6411092      2.4378307 
    -0.6116606      1.7488539     -0.3191857      1.4038577     -0.0653253     -1.6644592      2.7596293      2.3502749 
    -0.6116606      1.7488539     -0.3191857      0.3586259      1.0264729      2.2337828      2.4053255      2.7015441 
    -0.6116606      1.7488539     -0.3191857     -0.5620077     -0.0552670      1.9296960      2.4218069      2.6773764 
    -0.6116606      1.7488539     -0.3191857     -0.3442291     -0.7575190      0.8444031      2.5094370      2.5657737 
    -0.6116606      1.7488539     -0.3191857      0.1137190      1.4886467      0.1404081      2.5744099      2.4977392 
    -0.6116606      1.7488539     -0.3191857      0.7134628     -0.6447950      1.7779997      2.4284545      2.6679461 
    -0.6116606      1.7488539     -0.3191857     -0.4908332     -0.6165948     -1.8006490      2.7886734      2.3317767 
    -0.6116606      1.7488539     -0.3191857     -0.2753271     -1.3112791     -0.8719346      2.6849255      2.4029633 
    -0.6116606      1.7488539     -0.3191857     -1.7535122     -0.9951136      0.4461683      2.5490082      2.5230752 
    -0.6116606      1.7488539     -0.3191857      0.1688645     -0.1313468      0.4787412      2.5431635      2.5291248 
    -0.6116606      1.7488539     -0.3191857     -2.1346639     -0.9254448     -0.2757059      2.6228965      2.4533150 
    -0.6116606      1.7488539     -0.3191857     -0.5494854      0.3916773     -0.7968868      2.6678091      2.4162016 
    -0.6116606      1.7488539     -0.3191857      1.6328383      0.0960039     -1.9112228      2.7855415      2.3337229 
    -0.6116606      1.7488539     -0.3191857     -0.8381415      1.6797371      0.5187264      2.5436648      2.5286026 
    -0.6116606      1.7488539     -0.3191857      0.7139483     -0.4148903      0.7066644      2.5209459      2.5529225 
    -0.6116606      1.7488539     -0.3191857      0.5703884      2.4781987      1.2686047      2.4837273      2.5958733 
    -0.6116606      1.7488539     -0.3191857      0.0867575     -0.3487842     -0.8884900      2.6797466      2.4069191 
    -0.6116606      1.7488539     -0.3191857      0.0380655     -1.0856448      0.9423098      2.4988214      2.5779622 
    -0.6116606      1.7488539     -0.3191857     -1.2834847     -0.5324218      0.9842130      2.4991834      2.5775412 
    -0.6116606      1.7488539     -0.3191857      0.0650910      1.2991404     -1.0715005      2.6891180      2.3997917 
    -0.6116606      1.7488539     -0.3191857      0.0717370     -1.3309081      1.0621692      2.4869394      2.5920030 
    -0.6116606      1.7488539     -0.3191857      0.1745639      3.1821597     -0.3928474      2.6185209      2.4571282 
    -0.6116606      1.7488539     -0.3191857     -0.1105937      0.6583611      1.5454134      2.4555623      2.6312507 
    -0.6116606      1.7488539     -0.3191857      0.1412339      0.5602352      1.2125177      2.4815283      2.5985416 
    -0.6116606      1.7488539     -0.3191857      0.7943790     -0.1439475      2.9027083      2.3479687      2.7955390 
    -0.6116606      1.7488539     -0.3191857      0.9230881     -0.8843058     -2.4296483      2.8668043      2.2866722 
    -0.6116606      1.7488539     -0.3191857      1.1520734     -0.6435980     -1.5388740      2.7518690      2.3553937 
    -0.6116606      1.7488539     -0.3191857     -0.2348030     -0.0356129      2.1660466      2.4033994      2.7044445 
    -0.6116606      1.7488539     -0.3191857     -1.3625494      0.8608131      1.6589612      2.4493206      2.6394590 
    -0.6116606      1.7488539     -0.3191857     -0.1481382      0.2978356     -0.5584495      2.6429257      2.4363197 
    -0.6116606      1.7488539     -0.3191857      0.4250343      0.0260105     -1.6112315      2.7558837      2.3527360 
    -0.6116606      1.7488539     -0.3191857      1.9409657     -1.2394492      0.3307380      2.5524390      2.5195635 
    -0.6116606      1.7488539     -0.3191857      0.1906322      1.5465096      0.5832190      2.5362892      2.5363503 
    -0.6116606      1.7488539     -0.3191857      0.4798047      1.1651347      1.2347730      2.4816121      2.5984397 
    -0.6116606      1.7488539     -0.3191857      0.4435985     -0.7013654     -0.6233853      2.6521736      2.4287180 
    -0.6116606      1.7488539     -0.3191857     -1.4031887     -0.2090938      1.0349707      2.4960252      2.5812279 
    -0.6116606      1.7488539     -0.3191857      0.6454351      1.2318827     -1.0001307      2.6808077      2.4061051 
    -0.6116606      1.7488539     -0.3191857      1.2154587     -0.0717254     -0.1481820      2.6001121      2.4735840 
    -0.6116606      1.7488539     -0.3191857      0.1485808      0.9183272     -1.5974178      2.7466463      2.3588822 
    -0.6116606      1.7488539     -0.3191857      0.8503991      0.1536375      0.1482591      2.5725030      2.4995890 
    -0.6116606      1.7488539     -0.3191857      0.5637547      2.0569302      1.0282174      2.5008002      2.5756651 
    -0.6116606      1.7488539     -0.3191857     -0.2511046     -0.6176727      0.7563798      2.5176618      2.5565521 
    -0.6116606      1.7488539     -0.3191857     -0.6505808      1.0344066     -0.4143233      2.6275932      2.4492627 
    -0.6116606      1.7488539     -0.3191857      0.4185372     -0.4163319     -2.8258779      2.9129024      2.2628421 
    -0.6116606      1.7488539     -0.3191857     -0.8805144      0.8173558      1.0344576      2.4986796      2.5781273 
    -0.6116606      1.7488539     -0.3191857     -1.3432902      0.6275275     -0.2617543      2.6155803      2.4597117 
    -0.0342832      0.0891348     -0.2222003     -0.2697468      1.7401177      0.7428748      2.6077171      2.7423662 
    -0.0342832      0.0891348     -0.2222003      0.3122645      1.0707520     -0.0940861      2.6882515      2.6522782 
    -0.0342832      0.0891348     -0.2222003     -0.7626383      0.9556161      1.1556141      2.5690865      2.7923328 
    -0.0342832      0.0891348     -0.2222003     -1.2403553      1.3051345      2.1248312      2.4895561      2.9130549 
    -0.0342832      0.0891348     -0.2222003      0.4650196      0.4329045      1.4884300      2.5354821      2.8401143 
    -0.0342832      0.0891348     -0.2222003     -0.0570234     -0.4124871      0.2012705      2.6606033      2.6812924 
    -0.0342832      0.0891348     -0.2222003     -0.9483128     -1.1361858      0.5735687      2.6218302      2.7252932 
    -0.0342832      0.0891348     -0.2222003     -0.7276903     -0.5385989     -0.5658896      2.7500139      2.5936002 
    -0.0342832      0.0891348     -0.2222003     -0.4538511      0.5040608     -1.0181424      2.7952917      2.5552365 
    -0.0342832      0.0891348     -0.2222003      0.5075865      0.9643706     -2.6888306      3.0022835      2.4168954 
    -0.0342832      0.0891348     -0.2222003     -0.4353617      0.3708653     -1.0213981      2.7968919      2.5539449 
    -0.0342832      0.0891348     -0.2222003     -0.1549746      1.0584077     -1.8669112      2.8923057      2.4838122 
    -0.0342832      0.0891348     -0.2222003     -1.4835649      0.3714950     -0.7886224      2.7711492      2.5752444 
    -0.0342832      0.0891348     -0.2222003     -0.1186653     -0.3797580      3.0564587      2.4006028      3.0867720 
    -0.0342832      0.0891348     -0.2222003      0.6131484      1.3089935      2.0364415      2.4944942      2.9047419 
    -0.0342832      0.0891348     -0.2222003     -0.5060998     -0.2681431      1.5545776      2.5269389      2.8529750 
    -0.0342832      0.0891348     -0.2222003     -0.0708575      0.4169852     -0.2606735      2.7087403      2.6319231 
    -0.0342832      0.0891348     -0.2222003      1.6988659     -1.3155329      1.4944459      2.5231822      2.8587276 
    -0.0342832      0.0891348     -0.2222003      0.0808478     -0.9884230     -1.4179509      2.8632528      2.5038244 
    -0.0342832      0.0891348     -0.2222003      0.1111379      0.0866533      1.5665786      2.5270984      2.8527321 
    -0.0342832      0.0891348     -0.2222003      0.2907973     -0.0877765     -0.7423335      2.7660780      2.5795750 
    -0.0342832      0.0891348     -0.2222003     -1.3736164     -0.3149914      0.0516799      2.6789187      2.6618667 
    -0.0342832      0.0891348     -0.2222003     -1.3564792     -0.3101441      2.2935804      2.4633059      2.9593633 
    -0.0342832      0.0891348     -0.2222003      0.2374060     -0.0175563      1.4066434      2.5408232      2.8322266 
    -0.0342832      0.0891348     -0.2222003     -1.8420513     -1.0042891     -2.4335098      3.0183877      2.4081218 
    -0.0342832      0.0891348     -0.2222003      1.7722715     -1.2412327     -0.3063707      2.7182730      2.6227641 
    -0.0342832      0.0891348     -0.2222003      0.4002092      0.0464716      1.0061690      2.5783474      2.7798980 
    -0.0342832      0.0891348     -0.2222003      0.3311030      0.1533182     -1.7908551      2.8956330      2.4815886 
    -0.0342832      0.0891348     -0.2222003      0.4644497      1.3244043      0.1911994      2.6587714      2.6832812 
    -0.0342832      0.0891348     -0.2222003     -0.4172209     -0.0694020      1.0495187      2.5749573      2.7844151 
    -0.0342832      0.0891348     -0.2222003     -0.1667615      1.0145148     -1.4071743      2.8360750      2.5235691 
    -0.0342832      0.0891348     -0.2222003     -0.0239310      0.1047182      0.9012538      2.5892108      2.7656870 
    -0.0342832      0.0891348     -0.2222003     -1.8144229      0.3981047      0.9430387      2.5884839      2.7666255 
    -0.0342832      0.0891348     -0.2222003      1.2201245     -0.6383207      0.5625904      2.6200911      2.7273651 
    -0.0342832      0.0891348     -0.2222003     -0.7814302     -0.9597891     -1.2299996      2.8389664      2.5214191 
    -0.0342832      0.0891348     -0.2222003     -0.3810850     -0.3567030      0.2033539      2.6608243      2.6810531 
    -0.0342832      0.0891348     -0.2222003      0.3492262      0.2325133      1.5052410      2.5330752      2.8437068 
    -0.0342832      0.0891348     -0.2222003     -1.3860063     -1.3994367      1.1188753      2.5644465      2.7986776 
    -0.0342832      0.0891348     -0.2222003      1.0007892     -0.9560077     -0.7205934      2.7690181      2.5770587 
    -0.0342832      0.0891348     -0.2222003      2.1481327     -2.0398905      0.3566910      2.6406993      2.7033694 
    -0.0342832      0.0891348     -0.2222003      0.6280798     -1.3061441      1.0890727      2.5648824      2.7980782 
    -0.0342832      0.0891348     -0.2222003     -0.9492429      1.1160621      0.7924408      2.6030486      2.7481469 
    -0.0342832      0.0891348     -0.2222003     -0.9252801     -1.0343318      1.8913195      2.4916735      2.9094756 
    -0.0342832      0.0891348     -0.2222003      1.0770867     -0.2668660     -2.4660094      2.9977056      2.4194330 
    -0.0342832      0.0891348     -0.2222003      0.5726008     -0.1281972     -0.1539887      2.6979526      2.6425240 
    -0.0342832      0.0891348     -0.2222003     -0.1060482      0.0393042      1.5990002      2.5242125      2.8571439 
    -0.0342832      0.0891348     -0.2222003     -0.8126422     -0.1986591      0.0425682      2.6787301      2.6620626 
    -0.0342832      0.0891348     -0.2222003     -0.1583439      0.7024726      1.0206828      2.5797787      2.7780028 
    -0.0342832      0.0891348     -0.2222003     -0.4936591      0.9723109     -0.0805953      2.6883635      2.6521644 
    -0.0342832      0.0891348     -0.2222003      0.7137471      1.1765634      1.2869285      2.5563456      2.8099434 
    -0.0342832      0.0891348     -0.2222003     -1.9109272      0.3325995      0.4189255      2.6401050      2.7040448 
    -0.0342832      0.0891348     -0.2222003     -1.1665296      0.7265901      0.7027454      2.6112195      2.7380734 
    -0.0342832      0.0891348     -0.2222003      0.3063018      0.8695428     -0.0904087      2.6884297      2.6520971 
    -0.0342832      0.0891348     -0.2222003     -0.5088718      0.5297325     -0.5398119      2.7398563      2.6027175 
    -0.0342832      0.0891348     -0.2222003      1.4038577     -0.0653253     -1.6644592      2.8800423      2.4921271 
    -0.0342832      0.0891348     -0.2222003      0.3586259      1.0264729      2.2337828      2.4770775      2.9346123 
    -0.0342832      0.0891348     -0.2222003     -0.5620077     -0.0552670      1.9296960      2.4951987      2.9035656 
    -0.0342832      0.0891348     -0.2222003     -0.3442291     -0.7575190      0.8444031      2.5931057      2.7606876 
    -0.0342832      0.0891348     -0.2222003      0.1137190      1.4886467      0.1404081      2.6640797      2.6775415 
    -0.0342832      0.0891348     -0.2222003      0.7134628     -0.6447950      1.7779997      2.5026827      2.8912187 
    -0.0342832      0.0891348     -0.2222003     -0.4908332     -0.6165948     -1.8006490      2.9118700      2.4709302 
    -0.0342832      0.0891348     -0.2222003     -0.2753271     -1.3112791     -0.8719346      2.7942635      2.5560687 
    -0.0342832      0.0891348     -0.2222003     -1.7535122     -0.9951136      0.4461683      2.6370389      2.7075446 
    -0.0342832      0.0891348     -0.2222003      0.1688645     -0.1313468      0.4787412      2.6307740      2.7147765 
    -0.0342832      0.0891348     -0.2222003     -2.1346639     -0.9254448     -0.2757059      2.7200144      2.6211116 
    -0.0342832      0.0891348     -0.2222003     -0.5494854      0.3916773     -0.7968868      2.7703172      2.5759518 
    -0.0342832      0.0891348     -0.2222003      1.6328383      0.0960039     -1.9112228      2.9101099      2.4720704 
    -0.0342832      0.0891348     -0.2222003     -0.8381415      1.6797371      0.5187264      2.6290778      2.7167535 
    -0.0342832      0.0891348     -0.2222003      0.7139483     -0.4148903      0.7066644      2.6062971      2.7441173 
    -0.0342832      0.0891348     -0.2222003      0.5703884      2.4781987      1.2686047      2.5629781      2.8007017 
    -0.0342832      0.0891348     -0.2222003      0.0867575     -0.3487842     -0.8884900      2.7864052      2.5624865 
    -0.0342832      0.0891348     -0.2222003      0.0380655     -1.0856448      0.9423098      2.5815702      2.7756404 
    -0.0342832      0.0891348     -0.2222003     -1.2834847     -0.5324218      0.9842130      2.5810541      2.7763198 
    -0.0342832      0.0891348     -0.2222003      0.0650910      1.2991404     -1.0715005      2.7934365      2.5567393 
    -0.0342832      0.0891348     -0.2222003      0.0717370     -1.3309081      1.0621692      2.5683540      2.7933292 
    -0.0342832      0.0891348     -0.2222003      0.1745639      3.1821597     -0.3928474      2.7113350      2.6294110 
    -0.0342832      0.0891348     -0.2222003     -0.1105937      0.6583611      1.5454134      2.5323926      2.8447301 
    -0.0342832      0.0891348     -0.2222003      0.1412339      0.5602352      1.2125177      2.5612718      2.8030636 
    -0.0342832      0.0891348     -0.2222003      0.7943790     -0.1439475      2.9027083      2.4139048      3.0575078 
    -0.0342832      0.0891348     -0.2222003      0.9230881     -0.8843058     -2.4296483      3.0079131      2.4138014 
    -0.0342832      0.0891348     -0.2222003      1.1520734     -0.6435980     -1.5388740      2.8724423      2.4973763 
    -0.0342832      0.0891348     -0.2222003     -0.2348030     -0.0356129      2.1660466      2.4749206      2.9384207 
    -0.0342832      0.0891348     -0.2222003     -1.3625494      0.8608131      1.6589612      2.5252600      2.8555384 
    -0.0342832      0.0891348     -0.2222003     -0.1481382      0.2978356     -0.5584495      2.7427345      2.6001140 
    -0.0342832      0.0891348     -0.2222003      0.4250343      0.0260105     -1.6112315      2.8735949      2.4965754 
    -0.0342832      0.0891348     -0.2222003      1.9409657     -1.2394492      0.3307380      2.6437991      2.6998622 
    -0.0342832      0.0891348     -0.2222003      0.1906322      1.5465096      0.5832190      2.6215574      2.7256177 
    -0.0342832      0.0891348     -0.2222003      0.4798047      1.1651347      1.2347730      2.5611824      2.8031877 
    -0.0342832      0.0891348     -0.2222003      0.4435985     -0.7013654     -0.6233853      2.7560130      2.5883071 
    -0.0342832      0.0891348     -0.2222003     -1.4031887     -0.2090938      1.0349707      2.5772853      2.7813089 
    -0.0342832      0.0891348     -0.2222003      0.6454351      1.2318827     -1.0001307      2.7849045      2.5637238 
    -0.0342832      0.0891348     -0.2222003      1.2154587     -0.0717254     -0.1481820      2.6960526      2.6444176 
