        PosP R         PosP T         PosP N         VelP R         VelP T         VelP N        X E Cov        Y E Cov 
     0.7819394     -0.6421698      1.7822833      0.5726008     -0.1281972     -0.1539887      2.5745456      3.3368404 
     0.7819394     -0.6421698      1.7822833     -0.1060482      0.0393042      1.5990002      2.4365558      3.7465215 
     0.7819394     -0.6421698      1.7822833     -0.8126422     -0.1986591      0.0425682      2.5467019      3.4039213 
     0.7819394     -0.6421698      1.7822833     -0.1583439      0.7024726      1.0206828      2.4673776      3.6354724 
     0.7819394     -0.6421698      1.7822833     -0.4936591      0.9723109     -0.0805953      2.5378194      3.4266767 
     0.7819394     -0.6421698      1.7822833      0.7137471      1.1765634      1.2869285      2.4514239      3.6911769 
     0.7819394     -0.6421698      1.7822833     -1.9109272      0.3325995      0.4189255      2.4995346      3.5333431 
     0.7819394     -0.6421698      1.7822833     -1.1665296      0.7265901      0.7027454      2.4804753      3.5923334 
     0.7819394     -0.6421698      1.7822833      0.3063018      0.8695428     -0.0904087      2.5474573      3.4020175 
     0.7819394     -0.6421698      1.7822833     -0.5088718      0.5297325     -0.5398119      2.5810906      3.3219409 
     0.7819394     -0.6421698      1.7822833      1.4038577     -0.0653253     -1.6644592      2.7158164      3.0719909 
     0.7819394     -0.6421698      1.7822833      0.3586259      1.0264729      2.2337828      2.3926188      3.9330354 
     0.7819394     -0.6421698      1.7822833     -0.5620077     -0.0552670      1.9296960      2.4124525      3.8441946 
     0.7819394     -0.6421698      1.7822833     -0.3442291     -0.7575190      0.8444031      2.4983472      3.5368951 
     0.7819394     -0.6421698      1.7822833      0.1137190      1.4886467      0.1404081      2.5189268      3.4774816 
     0.7819394     -0.6421698      1.7822833      0.7134628     -0.6447950      1.7779997      2.4380259      3.7408919 
     0.7819394     -0.6421698      1.7822833     -0.4908332     -0.6165948     -1.8006490      2.7255415      3.0573039 
     0.7819394     -0.6421698      1.7822833     -0.2753271     -1.3112791     -0.8719346      2.6600886      3.1638758 
     0.7819394     -0.6421698      1.7822833     -1.7535122     -0.9951136      0.4461683      2.5202588      3.4737872 
     0.7819394     -0.6421698      1.7822833      0.1688645     -0.1313468      0.4787412      2.5207875      3.4723257 
     0.7819394     -0.6421698      1.7822833     -2.1346639     -0.9254448     -0.2757059      2.5747853      3.3362891 
     0.7819394     -0.6421698      1.7822833     -0.5494854      0.3916773     -0.7968868      2.6045161      3.2710734 
     0.7819394     -0.6421698      1.7822833      1.6328383      0.0960039     -1.9112228      2.7366822      3.0409227 
     0.7819394     -0.6421698      1.7822833     -0.8381415      1.6797371      0.5187264      2.4832567      3.5834540 
     0.7819394     -0.6421698      1.7822833      0.7139483     -0.4148903      0.7066644      2.5130874      3.4938885 
     0.7819394     -0.6421698      1.7822833      0.5703884      2.4781987      1.2686047      2.4389075      3.7375332 
     0.7819394     -0.6421698      1.7822833      0.0867575     -0.3487842     -0.8884900      2.6376938      3.2049869 
     0.7819394     -0.6421698      1.7822833      0.0380655     -1.0856448      0.9423098      2.4994825      3.5334986 
     0.7819394     -0.6421698      1.7822833     -1.2834847     -0.5324218      0.9842130      2.4762818      3.6059037 
     0.7819394     -0.6421698      1.7822833      0.0650910      1.2991404     -1.0715005      2.6117937      3.2560078 
     0.7819394     -0.6421698      1.7822833      0.0717370     -1.3309081      1.0621692      2.4942806      3.5491805 
     0.7819394     -0.6421698      1.7822833      0.1745639      3.1821597     -0.3928474      2.5296887      3.4481278 
     0.7819394     -0.6421698      1.7822833     -0.1105937      0.6583611      1.5454134      2.4339573      3.7565592 
     0.7819394     -0.6421698      1.7822833      0.1412339      0.5602352      1.2125177      2.4585888      3.6657103 
     0.7819394     -0.6421698      1.7822833      0.7943790     -0.1439475      2.9027083      2.3632707      4.0813422 
     0.7819394     -0.6421698      1.7822833      0.9230881     -0.8843058     -2.4296483      2.8212185      2.9301818 
     0.7819394     -0.6421698      1.7822833      1.1520734     -0.6435980     -1.5388740      2.7206888      3.0645864 
     0.7819394     -0.6421698      1.7822833     -0.2348030     -0.0356129      2.1660466      2.3998219      3.8998054 
     0.7819394     -0.6421698      1.7822833     -1.3625494      0.8608131      1.6589612      2.4159675      3.8292865 
     0.7819394     -0.6421698      1.7822833     -0.1481382      0.2978356     -0.5584495      2.5911297      3.2996830 
     0.7819394     -0.6421698      1.7822833      0.4250343      0.0260105     -1.6112315      2.6963556      3.1025244 
     0.7819394     -0.6421698      1.7822833      1.9409657     -1.2394492      0.3307380      2.5720479      3.3426098 
     0.7819394     -0.6421698      1.7822833      0.1906322      1.5465096      0.5832190      2.4887498      3.5661955 
     0.7819394     -0.6421698      1.7822833      0.4798047      1.1651347      1.2347730      2.4531068      3.6851274 
     0.7819394     -0.6421698      1.7822833      0.4435985     -0.7013654     -0.6233853      2.6273626      3.2248696 
     0.7819394     -0.6421698      1.7822833     -1.4031887     -0.2090938      1.0349707      2.4674099      3.6353631 
     0.7819394     -0.6421698      1.7822833      0.6454351      1.2318827     -1.0001307      2.6132723      3.2529875 
     0.7819394     -0.6421698      1.7822833      1.2154587     -0.0717254     -0.1481820      2.5792295      3.3261459 
     0.7819394     -0.6421698      1.7822833      0.1485808      0.9183272     -1.5974178      2.6654734      3.1543742 
     0.7819394     -0.6421698      1.7822833      0.8503991      0.1536375      0.1482591      2.5474462      3.4020457 
     0.7819394     -0.6421698      1.7822833      0.5637547      2.0569302      1.0282174      2.4572897      3.6702724 
     0.7819394     -0.6421698      1.7822833     -0.2511046     -0.6176727      0.7563798      2.5037301      3.5209178 
     0.7819394     -0.6421698      1.7822833     -0.6505808      1.0344066     -0.4143233      2.5600222      3.3710567 
     0.7819394     -0.6421698      1.7822833      0.4185372     -0.4163319     -2.8258779      2.8361323      2.9128202 
     0.7819394     -0.6421698      1.7822833     -0.8805144      0.8173558      1.0344576      2.4594548      3.6626828 
     0.7819394     -0.6421698      1.7822833     -1.3432902      0.6275275     -0.2617543      2.5498153      3.3961071 
     0.2214175      0.1858494      0.7639803     -0.2697468      1.7401177      0.7428748      2.5154659      3.0384798 
     0.2214175      0.1858494      0.7639803      0.3122645      1.0707520     -0.0940861      2.5908180      2.9123698 
     0.2214175      0.1858494      0.7639803     -0.7626383      0.9556161      1.1556141      2.4865456      3.0948762 
     0.2214175      0.1858494      0.7639803     -1.2403553      1.3051345      2.1248312      2.4152179      3.2590749 
     0.2214175      0.1858494      0.7639803      0.4650196      0.4329045      1.4884300      2.4680826      3.1336773 
     0.2214175      0.1858494      0.7639803     -0.0570234     -0.4124871      0.2012705      2.5792232      2.9300707 
     0.2214175      0.1858494      0.7639803     -0.9483128     -1.1361858      0.5735687      2.5482466      2.9802542 
     0.2214175      0.1858494      0.7639803     -0.7276903     -0.5385989     -0.5658896      2.6516523      2.8279005 
     0.2214175      0.1858494      0.7639803     -0.4538511      0.5040608     -1.0181424      2.6802673      2.7924472 
     0.2214175      0.1858494      0.7639803      0.5075865      0.9643706     -2.6888306      2.8505207      2.6233519 
     0.2214175      0.1858494      0.7639803     -0.4353617      0.3708653     -1.0213981      2.6830303      2.7891527 
     0.2214175      0.1858494      0.7639803     -0.1549746      1.0584077     -1.8669112      2.7559916      2.7094111 
     0.2214175      0.1858494      0.7639803     -1.4835649      0.3714950     -0.7886224      2.6553059      2.8232336 
     0.2214175      0.1858494      0.7639803     -0.1186653     -0.3797580      3.0564587      2.3553796      3.4336789 
     0.2214175      0.1858494      0.7639803      0.6131484      1.3089935      2.0364415      2.4273866      3.2281294 
     0.2214175      0.1858494      0.7639803     -0.5060998     -0.2681431      1.5545776      2.4616737      3.1477022 
     0.2214175      0.1858494      0.7639803     -0.0708575      0.4169852     -0.2606735      2.6116284      2.8819548 
     0.2214175      0.1858494      0.7639803      1.6988659     -1.3155329      1.4944459      2.4795512      3.1093036 
     0.2214175      0.1858494      0.7639803      0.0808478     -0.9884230     -1.4179509      2.7570504      2.7083482 
     0.2214175      0.1858494      0.7639803      0.1111379      0.0866533      1.5665786      2.4619695      3.1470483 
     0.2214175      0.1858494      0.7639803      0.2907973     -0.0877765     -0.7423335      2.6667836      2.8088441 
     0.2214175      0.1858494      0.7639803     -1.3736164     -0.3149914      0.0516799      2.5859580      2.9197212 
     0.2214175      0.1858494      0.7639803     -1.3564792     -0.3101441      2.2935804      2.4034793      3.2902519 
     0.2214175      0.1858494      0.7639803      0.2374060     -0.0175563      1.4066434      2.4751998      3.1184445 
     0.2214175      0.1858494      0.7639803     -1.8420513     -1.0042891     -2.4335098      2.8698667      2.6077018 
     0.2214175      0.1858494      0.7639803      1.7722715     -1.2412327     -0.3063707      2.6491824      2.8310795 
     0.2214175      0.1858494      0.7639803      0.4002092      0.0464716      1.0061690      2.5075540      3.0534102 
     0.2214175      0.1858494      0.7639803      0.3311030      0.1533182     -1.7908551      2.7717686      2.6938238 
     0.2214175      0.1858494      0.7639803      0.4644497      1.3244043      0.1911994      2.5649146      2.9527085 
     0.2214175      0.1858494      0.7639803     -0.4172209     -0.0694020      1.0495187      2.5013947      3.0652871 
     0.2214175      0.1858494      0.7639803     -0.1667615      1.0145148     -1.4071743      2.7105315      2.7575119 
     0.2214175      0.1858494      0.7639803     -0.0239310      0.1047182      0.9012538      2.5140675      3.0410926 
     0.2214175      0.1858494      0.7639803     -1.8144229      0.3981047      0.9430387      2.5017785      3.0645404 
     0.2214175      0.1858494      0.7639803      1.2201245     -0.6383207      0.5625904      2.5543340      2.9700421 
     0.2214175      0.1858494      0.7639803     -0.7814302     -0.9597891     -1.2299996      2.7302416      2.7360484 
     0.2214175      0.1858494      0.7639803     -0.3810850     -0.3567030      0.2033539      2.5769652      2.9335836 
     0.2214175      0.1858494      0.7639803      0.3492262      0.2325133      1.5052410      2.4670685      3.1358768 
     0.2214175      0.1858494      0.7639803     -1.3860063     -1.3994367      1.1188753      2.4992135      3.0695476 
     0.2214175      0.1858494      0.7639803      1.0007892     -0.9560077     -0.7205934      2.6838467      2.7881834 
     0.2214175      0.1858494      0.7639803      2.1481327     -2.0398905      0.3566910      2.5943053      2.9071543 
     0.2214175      0.1858494      0.7639803      0.6280798     -1.3061441      1.0890727      2.5100345      3.0486904 
     0.2214175      0.1858494      0.7639803     -0.9492429      1.1160621      0.7924408      2.5128321      3.0434101 
     0.2214175      0.1858494      0.7639803     -0.9252801     -1.0343318      1.8913195      2.4356883      3.2077734 
     0.2214175      0.1858494      0.7639803      1.0770867     -0.2668660     -2.4660094      2.8662692      2.6105669 
     0.2214175      0.1858494      0.7639803      0.5726008     -0.1281972     -0.1539887      2.6116994      2.8818539 
     0.2214175      0.1858494      0.7639803     -0.1060482      0.0393042      1.5990002      2.4588192      3.1540455 
     0.2214175      0.1858494      0.7639803     -0.8126422     -0.1986591      0.0425682      2.5879942      2.9166293 
     0.2214175      0.1858494      0.7639803     -0.1583439      0.7024726      1.0206828      2.5004550      3.0671191 
     0.2214175      0.1858494      0.7639803     -0.4936591      0.9723109     -0.0805953      2.5873231      2.9176464 
     0.2214175      0.1858494      0.7639803      0.7137471      1.1765634      1.2869285      2.4812479      3.1057742 
     0.2214175      0.1858494      0.7639803     -1.9109272      0.3325995      0.4189255      2.5448368      2.9860528 
     0.2214175      0.1858494      0.7639803     -1.1665296      0.7265901      0.7027454      2.5215345      3.0272684 
     0.2214175      0.1858494      0.7639803      0.3063018      0.8695428     -0.0904087      2.5926946      2.9095570 
     0.2214175      0.1858494      0.7639803     -0.5088718      0.5297325     -0.5398119      2.6338767      2.8512260 
     0.2214175      0.1858494      0.7639803      1.4038577     -0.0653253     -1.6644592      2.7689694      2.6965504 
     0.2214175      0.1858494      0.7639803      0.3586259      1.0264729      2.2337828      2.4133967      3.2638243 
     0.2214175      0.1858494      0.7639803     -0.5620077     -0.0552670      1.9296960      2.4325543      3.2153884 
     0.2214175      0.1858494      0.7639803     -0.3442291     -0.7575190      0.8444031      2.5234705      3.0237347 
     0.2214175      0.1858494      0.7639803      0.1137190      1.4886467      0.1404081      2.5661661      2.9506922 
     0.2214175      0.1858494      0.7639803      0.7134628     -0.6447950      1.7779997      2.4500816      3.1738446 
     0.2214175      0.1858494      0.7639803     -0.4908332     -0.6165948     -1.8006490      2.7884375      2.6779232 
     0.2214175      0.1858494      0.7639803     -0.2753271     -1.3112791     -0.8719346      2.7007439      2.7685387 
     0.2214175      0.1858494      0.7639803     -1.7535122     -0.9951136      0.4461683      2.5550116      2.9689164 
     0.2214175      0.1858494      0.7639803      0.1688645     -0.1313468      0.4787412      2.5525167      2.9730721 
     0.2214175      0.1858494      0.7639803     -2.1346639     -0.9254448     -0.2757059      2.6216559      2.8678856 
     0.2214175      0.1858494      0.7639803     -0.5494854      0.3916773     -0.7968868      2.6601638      2.8170936 
     0.2214175      0.1858494      0.7639803      1.6328383      0.0960039     -1.9112228      2.7935494      2.6731592 
     0.2214175      0.1858494      0.7639803     -0.8381415      1.6797371      0.5187264      2.5308414      3.0104661 
     0.2214175      0.1858494      0.7639803      0.7139483     -0.4148903      0.7066644      2.5373862      2.9989250 
     0.2214175      0.1858494      0.7639803      0.5703884      2.4781987      1.2686047      2.4770115      3.1146231 
     0.2214175      0.1858494      0.7639803      0.0867575     -0.3487842     -0.8884900      2.6852928      2.7864712 
     0.2214175      0.1858494      0.7639803      0.0380655     -1.0856448      0.9423098      2.5189130      3.0320864 
     0.2214175      0.1858494      0.7639803     -1.2834847     -0.5324218      0.9842130      2.5059825      3.0564191 
     0.2214175      0.1858494      0.7639803      0.0650910      1.2991404     -1.0715005      2.6743331      2.7995976 
     0.2214175      0.1858494      0.7639803      0.0717370     -1.3309081      1.0621692      2.5101468      3.0484777 
     0.2214175      0.1858494      0.7639803      0.1745639      3.1821597     -0.3928474      2.5926858      2.9095702 
     0.2214175      0.1858494      0.7639803     -0.1105937      0.6583611      1.5454134      2.4609443      3.1493173 
     0.2214175      0.1858494      0.7639803      0.1412339      0.5602352      1.2125177      2.4874229      3.0930894 
     0.2214175      0.1858494      0.7639803      0.7943790     -0.1439475      2.9027083      2.3691476      3.3898036 
     0.2214175      0.1858494      0.7639803      0.9230881     -0.8843058     -2.4296483      2.8820724      2.5981292 
     0.2214175      0.1858494      0.7639803      1.1520734     -0.6435980     -1.5388740      2.7680877      2.6974127 
     0.2214175      0.1858494      0.7639803     -0.2348030     -0.0356129      2.1660466      2.4165499      3.2556210 
     0.2214175      0.1858494      0.7639803     -1.3625494      0.8608131      1.6589612      2.4475999      3.1795757 
     0.2214175      0.1858494      0.7639803     -0.1481382      0.2978356     -0.5584495      2.6406491      2.8422154 
     0.2214175      0.1858494      0.7639803      0.4250343      0.0260105     -1.6112315      2.7557353      2.7096689 
     0.2214175      0.1858494      0.7639803      1.9409657     -1.2394492      0.3307380      2.5857675      2.9200114 
     0.2214175      0.1858494      0.7639803      0.1906322      1.5465096      0.5832190      2.5306958      3.0107255 
     0.2214175      0.1858494      0.7639803      0.4798047      1.1651347      1.2347730      2.4843082      3.0994564 
     0.2214175      0.1858494      0.7639803      0.4435985     -0.7013654     -0.6233853      2.6660998      2.8096901 
     0.2214175      0.1858494      0.7639803     -1.4031887     -0.2090938      1.0349707      2.4993811      3.0692192 
     0.2214175      0.1858494      0.7639803      0.6454351      1.2318827     -1.0001307      2.6713941      2.8031771 
     0.2214175      0.1858494      0.7639803      1.2154587     -0.0717254     -0.1481820      2.6133651      2.8794916 
     0.2214175      0.1858494      0.7639803      0.1485808      0.9183272     -1.5974178      2.7330008      2.7331200 
     0.2214175      0.1858494      0.7639803      0.8503991      0.1536375      0.1482591      2.5818721      2.9259772 
     0.2214175      0.1858494      0.7639803      0.5637547      2.0569302      1.0282174      2.4957296      3.0764133 
     0.2214175      0.1858494      0.7639803     -0.2511046     -0.6176727      0.7563798      2.5305054      3.0110646 
     0.2214175      0.1858494      0.7639803     -0.6505808      1.0344066     -0.4143233      2.6151049      2.8770352 
     0.2214175      0.1858494      0.7639803      0.4185372     -0.4163319     -2.8258779      2.9127246      2.5750585 
     0.2214175      0.1858494      0.7639803     -0.8805144      0.8173558      1.0344576      2.4960108      3.0758563 
     0.2214175      0.1858494      0.7639803     -1.3432902      0.6275275     -0.2617543      2.6034952      2.8936415 
     2.1203158      0.5362763     -1.1414575     -0.2697468      1.7401177      0.7428748      3.3014298      3.0865102 
     2.1203158      0.5362763     -1.1414575      0.3122645      1.0707520     -0.0940861      3.4012993      3.0073770 
     2.1203158      0.5362763     -1.1414575     -0.7626383      0.9556161      1.1556141      3.2437694      3.1388163 
     2.1203158      0.5362763     -1.1414575     -1.2403553      1.3051345      2.1248312      3.1402474      3.2480985 
     2.1203158      0.5362763     -1.1414575      0.4650196      0.4329045      1.4884300      3.1852672      3.1978731 
     2.1203158      0.5362763     -1.1414575     -0.0570234     -0.4124871      0.2012705      3.3483009      3.0477190 
     2.1203158      0.5362763     -1.1414575     -0.9483128     -1.1361858      0.5735687      3.2935149      3.0933762 
     2.1203158      0.5362763     -1.1414575     -0.7276903     -0.5385989     -0.5658896      3.4733037      2.9577786 
     2.1203158      0.5362763     -1.1414575     -0.4538511      0.5040608     -1.0181424      3.5477062      2.9119395 
     2.1203158      0.5362763     -1.1414575      0.5075865      0.9643706     -2.6888306      3.8331788      2.7740894 
     2.1203158      0.5362763     -1.1414575     -0.4353617      0.3708653     -1.0213981      3.5479020      2.9118253 
     2.1203158      0.5362763     -1.1414575     -0.1549746      1.0584077     -1.8669112      3.6876433      2.8378688 
     2.1203158      0.5362763     -1.1414575     -1.4835649      0.3714950     -0.7886224      3.5214013      2.9275720 
     2.1203158      0.5362763     -1.1414575     -0.1186653     -0.3797580      3.0564587      2.9996082      3.4395925 
     2.1203158      0.5362763     -1.1414575      0.6131484      1.3089935      2.0364415      3.1368930      3.2520254 
     2.1203158      0.5362763     -1.1414575     -0.5060998     -0.2681431      1.5545776      3.1726211      3.2115322 
     2.1203158      0.5362763     -1.1414575     -0.0708575      0.4169852     -0.2606735      3.4243889      2.9908573 
     2.1203158      0.5362763     -1.1414575      1.6988659     -1.3155329      1.4944459      3.1422586      3.2457569 
     2.1203158      0.5362763     -1.1414575      0.0808478     -0.9884230     -1.4179509      3.6124632      2.8758775 
     2.1203158      0.5362763     -1.1414575      0.1111379      0.0866533      1.5665786      3.1726388      3.2115129 
     2.1203158      0.5362763     -1.1414575      0.2907973     -0.0877765     -0.7423335      3.4928887      2.9452152 
     2.1203158      0.5362763     -1.1414575     -1.3736164     -0.3149914      0.0516799      3.3845831      3.0197250 
     2.1203158      0.5362763     -1.1414575     -1.3564792     -0.3101441      2.2935804      3.0912154      3.3083043 
     2.1203158      0.5362763     -1.1414575      0.2374060     -0.0175563      1.4066434      3.1892995      3.1935880 
     2.1203158      0.5362763     -1.1414575     -1.8420513     -1.0042891     -2.4335098      3.8462008      2.7689265 
     2.1203158      0.5362763     -1.1414575      1.7722715     -1.2412327     -0.3063707      3.3989850      3.0090667 
     2.1203158      0.5362763     -1.1414575      0.4002092      0.0464716      1.0061690      3.2395118      3.1428993 
     2.1203158      0.5362763     -1.1414575      0.3311030      0.1533182     -1.7908551      3.6734915      2.8447327 
     2.1203158      0.5362763     -1.1414575      0.4644497      1.3244043      0.1911994      3.3625742      3.0365052 
     2.1203158      0.5362763     -1.1414575     -0.4172209     -0.0694020      1.0495187      3.2390638      3.1433307 
     2.1203158      0.5362763     -1.1414575     -0.1667615      1.0145148     -1.4071743      3.6087636      2.8778504 
     2.1203158      0.5362763     -1.1414575     -0.0239310      0.1047182      0.9012538      3.2576492      3.1257252 
     2.1203158      0.5362763     -1.1414575     -1.8144229      0.3981047      0.9430387      3.2717712      3.1127398 
     2.1203158      0.5362763     -1.1414575      1.2201245     -0.6383207      0.5625904      3.2816952      3.1038093 
     2.1203158      0.5362763     -1.1414575     -0.7814302     -0.9597891     -1.2299996      3.5884838      2.8888481 
     2.1203158      0.5362763     -1.1414575     -0.3810850     -0.3567030      0.2033539      3.3517682      3.0449703 
     2.1203158      0.5362763     -1.1414575      0.3492262      0.2325133      1.5052410      3.1807192      3.2027466 
     2.1203158      0.5362763     -1.1414575     -1.3860063     -1.3994367      1.1188753      3.2163833      3.1656512 
     2.1203158      0.5362763     -1.1414575      1.0007892     -0.9560077     -0.7205934      3.4775349      2.9550327 
     2.1203158      0.5362763     -1.1414575      2.1481327     -2.0398905      0.3566910      3.2821319      3.1034200 
     2.1203158      0.5362763     -1.1414575      0.6280798     -1.3061441      1.0890727      3.2042231      3.1780159 
     2.1203158      0.5362763     -1.1414575     -0.9492429      1.1160621      0.7924408      3.2933109      3.0935545 
     2.1203158      0.5362763     -1.1414575     -0.9252801     -1.0343318      1.8913195      3.1199218      3.2723121 
     2.1203158      0.5362763     -1.1414575      1.0770867     -0.2668660     -2.4660094      3.7983345      2.7883143 
     2.1203158      0.5362763     -1.1414575      0.5726008     -0.1281972     -0.1539887      3.3976219      3.0100649 
     2.1203158      0.5362763     -1.1414575     -0.1060482      0.0393042      1.5990002      3.1695896      3.2148572 
     2.1203158      0.5362763     -1.1414575     -0.8126422     -0.1986591      0.0425682      3.3814146      3.0221036 
     2.1203158      0.5362763     -1.1414575     -0.1583439      0.7024726      1.0206828      3.2520393      3.1309765 
     2.1203158      0.5362763     -1.1414575     -0.4936591      0.9723109     -0.0805953      3.4063035      3.0037448 
     2.1203158      0.5362763     -1.1414575      0.7137471      1.1765634      1.2869285      3.2193348      3.1626927 
     2.1203158      0.5362763     -1.1414575     -1.9109272      0.3325995      0.4189255      3.3429274      3.0520107 
     2.1203158      0.5362763     -1.1414575     -1.1665296      0.7265901      0.7027454      3.3020743      3.0859553 
     2.1203158      0.5362763     -1.1414575      0.3063018      0.8695428     -0.0904087      3.3992240      3.0088920 
     2.1203158      0.5362763     -1.1414575     -0.5088718      0.5297325     -0.5398119      3.4720410      2.9586015 
     2.1203158      0.5362763     -1.1414575      1.4038577     -0.0653253     -1.6644592      3.6380695      2.8624943 
     2.1203158      0.5362763     -1.1414575      0.3586259      1.0264729      2.2337828      3.1121683      3.2818201 
     2.1203158      0.5362763     -1.1414575     -0.5620077     -0.0552670      1.9296960      3.1321810      3.2575872 
     2.1203158      0.5362763     -1.1414575     -0.3442291     -0.7575190      0.8444031      3.2552182      3.1279942 
     2.1203158      0.5362763     -1.1414575      0.1137190      1.4886467      0.1404081      3.3741366      3.0276141 
     2.1203158      0.5362763     -1.1414575      0.7134628     -0.6447950      1.7779997      3.1287889      3.2616243 
     2.1203158      0.5362763     -1.1414575     -0.4908332     -0.6165948     -1.8006490      3.6911076      2.8362081 
     2.1203158      0.5362763     -1.1414575     -0.2753271     -1.3112791     -0.8719346      3.5172542      2.9300920 
     2.1203158      0.5362763     -1.1414575     -1.7535122     -0.9951136      0.4461683      3.3219270      3.0691626 
     2.1203158      0.5362763     -1.1414575      0.1688645     -0.1313468      0.4787412      3.3098234      3.0793318 
     2.1203158      0.5362763     -1.1414575     -2.1346639     -0.9254448     -0.2757059      3.4389872      2.9807204 
     2.1203158      0.5362763     -1.1414575     -0.5494854      0.3916773     -0.7968868      3.5125356      2.9329781 
     2.1203158      0.5362763     -1.1414575      1.6328383      0.0960039     -1.9112228      3.6794788      2.8418130 
     2.1203158      0.5362763     -1.1414575     -0.8381415      1.6797371      0.5187264      3.3341931      3.0590701 
     2.1203158      0.5362763     -1.1414575      0.7139483     -0.4148903      0.7066644      3.2696282      3.1146891 
     2.1203158      0.5362763     -1.1414575      0.5703884      2.4781987      1.2686047      3.2411466      3.1413277 
     2.1203158      0.5362763     -1.1414575      0.0867575     -0.3487842     -0.8884900      3.5184907      2.9293390 
     2.1203158      0.5362763     -1.1414575      0.0380655     -1.0856448      0.9423098      3.2331466      3.1490634 
     2.1203158      0.5362763     -1.1414575     -1.2834847     -0.5324218      0.9842130      3.2480749      3.1347199 
     2.1203158      0.5362763     -1.1414575      0.0650910      1.2991404     -1.0715005      3.5513231      2.9098364 
     2.1203158      0.5362763     -1.1414575      0.0717370     -1.3309081      1.0621692      3.2123253      3.1697458 
     2.1203158      0.5362763     -1.1414575      0.1745639      3.1821597     -0.3928474      3.4570908      2.9684661 
     2.1203158      0.5362763     -1.1414575     -0.1105937      0.6583611      1.5454134      3.1867386      3.1963056 
     2.1203158      0.5362763     -1.1414575      0.1412339      0.5602352      1.2125177      3.2234881      3.1585572 
     2.1203158      0.5362763     -1.1414575      0.7943790     -0.1439475      2.9027083      3.0148406      3.4158117 
     2.1203158      0.5362763     -1.1414575      0.9230881     -0.8843058     -2.4296483      3.8016886      2.7869184 
     2.1203158      0.5362763     -1.1414575      1.1520734     -0.6435980     -1.5388740      3.6203080      2.8717272 
     2.1203158      0.5362763     -1.1414575     -0.2348030     -0.0356129      2.1660466      3.1031137      3.2931211 
     2.1203158      0.5362763     -1.1414575     -1.3625494      0.8608131      1.6589612      3.1863273      3.1967433 
     2.1203158      0.5362763     -1.1414575     -0.1481382      0.2978356     -0.5584495      3.4700186      2.9599228 
     2.1203158      0.5362763     -1.1414575      0.4250343      0.0260105     -1.6112315      3.6402394      2.8613816 
     2.1203158      0.5362763     -1.1414575      1.9409657     -1.2394492      0.3307380      3.2996435      3.0880515 
     2.1203158      0.5362763     -1.1414575      0.1906322      1.5465096      0.5832190      3.3156041      3.0744485 
     2.1203158      0.5362763     -1.1414575      0.4798047      1.1651347      1.2347730      3.2272436      3.1548454 
     2.1203158      0.5362763     -1.1414575      0.4435985     -0.7013654     -0.6233853      3.4689102      2.9606486 
     2.1203158      0.5362763     -1.1414575     -1.4031887     -0.2090938      1.0349707      3.2473127      3.1354427 
     2.1203158      0.5362763     -1.1414575      0.6454351      1.2318827     -1.0001307      3.5337920      2.9201336 
     2.1203158      0.5362763     -1.1414575      1.2154587     -0.0717254     -0.1481820      3.3908002      3.0150934 
     2.1203158      0.5362763     -1.1414575      0.1485808      0.9183272     -1.5974178      3.6376797      2.8626945 
     2.1203158      0.5362763     -1.1414575      0.8503991      0.1536375      0.1482591      3.3533146      3.0437496 
     2.1203158      0.5362763     -1.1414575      0.5637547      2.0569302      1.0282174      3.2636981      3.1201226 
     2.1203158      0.5362763     -1.1414575     -0.2511046     -0.6176727      0.7563798      3.2685746      3.1156503 
     2.1203158      0.5362763     -1.1414575     -0.6505808      1.0344066     -0.4143233      3.4570128      2.9685182 
     2.1203158      0.5362763     -1.1414575      0.4185372     -0.4163319     -2.8258779      3.8865403      2.7534357 
     2.1203158      0.5362763     -1.1414575     -0.8805144      0.8173558      1.0344576      3.2579222      3.1254710 
     2.1203158      0.5362763     -1.1414575     -1.3432902      0.6275275     -0.2617543      3.4387872      2.9808577 
    -0.2972550     -0.0694374      0.9864447     -0.2697468      1.7401177      0.7428748      2.3581005      2.9871830 
    -0.2972550     -0.0694374      0.9864447      0.3122645      1.0707520     -0.0940861      2.4285869      2.8517729 
    -0.2972550     -0.0694374      0.9864447     -0.7626383      0.9556161      1.1556141      2.3326784      3.0444158 
    -0.2972550     -0.0694374      0.9864447     -1.2403553      1.3051345      2.1248312      2.2668982      3.2202275 
    -0.2972550     -0.0694374      0.9864447      0.4650196      0.4329045      1.4884300      2.3182786      3.0792224 
    -0.2972550     -0.0694374      0.9864447     -0.0570234     -0.4124871      0.2012705      2.4209827      2.8649648 
    -0.2972550     -0.0694374      0.9864447     -0.9483128     -1.1361858      0.5735687      2.3931517      2.9159990 
    -0.2972550     -0.0694374      0.9864447     -0.7276903     -0.5385989     -0.5658896      2.4863891      2.7606461 
    -0.2972550     -0.0694374      0.9864447     -0.4538511      0.5040608     -1.0181424      2.5100740      2.7274070 
    -0.2972550     -0.0694374      0.9864447      0.5075865      0.9643706     -2.6888306      2.6649249      2.5532272 
    -0.2972550     -0.0694374      0.9864447     -0.4353617      0.3708653     -1.0213981      2.5129658      2.7234931 
    -0.2972550     -0.0694374      0.9864447     -0.1549746      1.0584077     -1.8669112      2.5777839      2.6430827 
