        PosP R         PosP T         PosP N         VelP R         VelP T         VelP N        X S Cov        Y S Cov 
    -0.1539748     -0.0269420     -1.3831284     -2.6746107      1.4659051      0.4728812      2.8901211      2.4253804 
    -0.1539748     -0.0269420     -1.3831284     -0.6299785      0.4210299      1.4601379      2.7284029      2.5474304 
    -0.1539748     -0.0269420     -1.3831284     -0.5213709     -0.1207474      0.2048748      2.8768320      2.4340311 
    -0.1539748     -0.0269420     -1.3831284      0.9807809     -1.5916118     -0.2486810      2.9006581      2.4186696 
    -0.1539748     -0.0269420     -1.3831284     -0.5048035     -0.6669659      1.4251995      2.7077511      2.5661329 
    -0.1539748     -0.0269420     -1.3831284      0.5109942     -0.8381869     -2.5391757      3.3357632      2.2223537 
    -0.1539748     -0.0269420     -1.3831284     -0.3520288     -1.1931331     -0.3522094      2.9417802      2.3936648 
    -0.1539748     -0.0269420     -1.3831284      0.8140002      2.3808456     -2.1524748      3.2398274      2.2553235 
    -0.1539748     -0.0269420     -1.3831284      0.2394776      0.0181145     -1.8274343      3.1947021      2.2724313 
    -0.1539748     -0.0269420     -1.3831284     -0.3610294     -0.1767368     -2.7030983      3.3810705      2.2082048 
    -0.1539748     -0.0269420     -1.3831284     -1.2573190     -1.0714413      1.6545048      2.6790284      2.5935967 
    -0.1539748     -0.0269420     -1.3831284     -0.2084302     -0.2131852      1.2538119      2.7350722      2.5415662 
    -0.1539748     -0.0269420     -1.3831284      0.0789788     -1.4142868      1.3156461      2.6973417      2.5758841 
    -0.1539748     -0.0269420     -1.3831284      0.9862257      0.2700961     -0.5237460      2.9681154      2.3785773 
    -0.1539748     -0.0269420     -1.3831284      1.6928113      0.4905634     -3.9065356      3.6004398      2.1500466 
    -0.1539748     -0.0269420     -1.3831284      0.1061749     -1.0800426      0.1943372      2.8543798      2.4491415 
    -0.1539748     -0.0269420     -1.3831284      0.5651559     -1.5837211      0.1780383      2.8416174      2.4580204 
    -0.1539748     -0.0269420     -1.3831284      1.2206149      0.1738453     -1.9292287      3.1972585      2.2714321 
    -0.1539748     -0.0269420     -1.3831284      1.5442710      0.8007408      1.3393441      2.7276694      2.5480805 
    -0.1539748     -0.0269420     -1.3831284     -0.0245276     -0.2488844      1.1474129      2.7452424      2.5327821 
    -0.1539748     -0.0269420     -1.3831284      0.3522395      0.0558767     -1.5507422      3.1429263      2.2934990 
    -0.1539748     -0.0269420     -1.3831284     -0.6335922     -1.0098817      0.2858207      2.8519785      2.4507957 
    -0.1539748     -0.0269420     -1.3831284      0.4728107     -0.3180322      0.4799677      2.8236287      2.4709102 
    -0.1539748     -0.0269420     -1.3831284      0.2592277      0.7178069     -0.2087320      2.9370758      2.3964336 
    -0.1539748     -0.0269420     -1.3831284     -0.0232365     -0.5044732      1.0156192      2.7562579      2.5234776 
    -0.1539748     -0.0269420     -1.3831284     -0.9293900      0.1105930      0.3952168      2.8593310      2.4457543 
    -0.1539748     -0.0269420     -1.3831284     -0.7448552      1.8685019      0.3058519      2.8948644      2.4223435 
    -0.1539748     -0.0269420     -1.3831284      0.3483174      0.2535717     -0.3631448      2.9525350      2.3874198 
    -0.1539748     -0.0269420     -1.3831284      0.5057944     -0.6278993      1.4056804      2.7001603      2.5732216 
    -0.1539748     -0.0269420     -1.3831284     -0.6408727     -0.9839714     -0.5367662      2.9782934      2.3729275 
    -0.1539748     -0.0269420     -1.3831284      0.8970849     -0.1455912      0.1118066      2.8716886      2.4374368 
    -0.1539748     -0.0269420     -1.3831284      0.9451185     -0.2997725     -1.4369510      3.1122144      2.3067915 
    -0.1539748     -0.0269420     -1.3831284     -0.1331219      1.0242017      0.9266828      2.7976904      2.4903120 
    -0.1539748     -0.0269420     -1.3831284      0.8174463      0.8573959      1.4086056      2.7283477      2.5474793 
    -0.1539748     -0.0269420     -1.3831284      0.8782050      0.0941546      0.4871014      2.8252047      2.4697629 
    -0.1539748     -0.0269420     -1.3831284      0.8448328     -1.3429948     -0.9991547      3.0299132      2.3457185 
    -0.1539748     -0.0269420     -1.3831284     -0.0258524      0.6403635     -0.4360251      2.9726985      2.3760210 
    -0.1539748     -0.0269420     -1.3831284     -1.5273501     -0.2227481      2.3968547      2.6197380      2.6563375 
    -0.1539748     -0.0269420     -1.3831284     -0.1668241     -0.8164253      1.6793491      2.6707845      2.6018120 
    -0.1539748     -0.0269420     -1.3831284      0.4505400     -1.1780823      0.5578040      2.7969951      2.4908459 
    -0.1539748     -0.0269420     -1.3831284     -0.8240154      2.0760143      1.9361847      2.7112724      2.5628843 
    -0.1539748     -0.0269420     -1.3831284     -1.5961726      1.2019959     -2.0109916      3.2562253      2.2493740 
    -0.1539748     -0.0269420     -1.3831284     -0.8808873      0.3061958     -1.6392553      3.1787839      2.2787376 
    -0.1539748     -0.0269420     -1.3831284     -1.0392643     -0.4799374      0.2394238      2.8727733      2.4367159 
    -0.1539748     -0.0269420     -1.3831284     -0.1234110      0.4426161     -0.5133670      2.9833698      2.3701460 
    -0.1539748     -0.0269420     -1.3831284      0.2672326     -1.0186431     -0.6022206      2.9753048      2.3745762 
    -0.1539748     -0.0269420     -1.3831284      0.0912186     -1.5612005      0.7819728      2.7628581      2.5180040 
    -0.1539748     -0.0269420     -1.3831284     -0.1377090     -0.0694726     -0.4557824      2.9691428      2.3780025 
    -0.1539748     -0.0269420     -1.3831284     -0.8034323      0.9334877     -3.1433092      3.4684803      2.1831367 
    -0.1539748     -0.0269420     -1.3831284     -0.3222884     -0.6996656     -0.4598172      2.9648190      2.3804284 
    -0.1539748     -0.0269420     -1.3831284      0.5756081     -1.2863768     -0.0954807      2.8875879      2.4270131 
    -0.1539748     -0.0269420     -1.3831284     -1.6616782      0.9889875      1.0095652      2.8036362      2.4857763 
    -0.1539748     -0.0269420     -1.3831284      0.8896035     -0.3872562     -0.0801471      2.8953037      2.4220635 
    -0.1539748     -0.0269420     -1.3831284     -1.6967049      1.9193947     -0.5027443      3.0164796      2.3525760 
    -0.1539748     -0.0269420     -1.3831284     -1.2368630     -0.4537335      0.9706431      2.7768141      2.5066728 
    -0.1539748     -0.0269420     -1.3831284      1.7939583      1.3699706     -0.3853285      2.9503972      2.3886519 
    -0.1539748     -0.0269420     -1.3831284      2.9613699     -0.4042389      0.1779573      2.8327492      2.4643190 
    -0.1539748     -0.0269420     -1.3831284     -0.9709490      2.1320003      1.7354257      2.7347660      2.5418335 
    -0.1539748     -0.0269420     -1.3831284      2.2208036     -0.1144652     -1.8355022      3.1636158      2.2848858 
    -0.1539748     -0.0269420     -1.3831284      0.2971873     -1.3162748     -1.2017624      3.0748171      2.3238516 
    -0.1539748     -0.0269420     -1.3831284     -0.3482212      0.8150987     -1.4795772      3.1435070      2.2932536 
    -0.1539748     -0.0269420     -1.3831284      0.0934098      0.6399516      0.2870786      2.8698924      2.4386338 
    -0.1539748     -0.0269420     -1.3831284      0.8252252     -2.1705515      0.2093586      2.8220693      2.4720489 
    -0.1539748     -0.0269420     -1.3831284     -0.8913489     -0.1577608     -1.6046175      3.1722210      2.2813809 
    -0.1539748     -0.0269420     -1.3831284      2.1611634     -0.4009651      1.6170889      2.6639818      2.6087083 
    -0.7761669     -0.1761407     -1.0460959     -0.9017423      0.7625437     -1.0134157      2.8190155      2.2310492 
    -0.7761669     -0.1761407     -1.0460959     -0.7144279      0.2609359      1.7597763      2.4807492      2.4928030 
    -0.7761669     -0.1761407     -1.0460959      0.7336281     -0.7238736     -0.9524260      2.7904317      2.2469073 
    -0.7761669     -0.1761407     -1.0460959     -0.3774333      0.1788057     -1.3641180      2.8654075      2.2069710 
    -0.7761669     -0.1761407     -1.0460959      0.0764847     -0.7311128      0.0922180      2.6505289      2.3382631 
    -0.7761669     -0.1761407     -1.0460959      0.1277367     -0.6869018      0.3085786      2.6228748      2.3595852 
    -0.7761669     -0.1761407     -1.0460959      1.6222729     -0.3782165     -3.1036174      3.1523700      2.0924834 
    -0.7761669     -0.1761407     -1.0460959     -0.5604022      0.9914590     -0.5960507      2.7591854      2.2652224 
    -0.7761669     -0.1761407     -1.0460959     -0.1078823      0.3836573     -0.6315848      2.7570484      2.2665145 
    -0.7761669     -0.1761407     -1.0460959      1.3859695      0.6237200     -2.1690831      2.9716632      2.1584784 
    -0.7761669     -0.1761407     -1.0460959     -0.2564538     -0.9402704     -2.3845876      3.0465474      2.1289452 
    -0.7761669     -0.1761407     -1.0460959     -0.6280603      0.5037364      0.0099545      2.6788213      2.3176890 
    -0.7761669     -0.1761407     -1.0460959     -0.0061508      0.7662335      0.0601554      2.6694525      2.3243697 
    -0.7761669     -0.1761407     -1.0460959     -1.7794680      0.1889974      1.5000370      2.5138261      2.4576788 
    -0.7761669     -0.1761407     -1.0460959     -0.0858940     -0.0858739     -1.9806662      2.9627120      2.1622461 
    -0.7761669     -0.1761407     -1.0460959     -1.6638093      1.9464579      0.6429780      2.6267517      2.3565198 
    -0.7761669     -0.1761407     -1.0460959      1.5644337     -1.1434567     -0.8092336      2.7585725      2.2655924 
    -0.7761669     -0.1761407     -1.0460959      0.2504874     -0.0197330     -1.9360785      2.9507923      2.1673477 
    -0.7761669     -0.1761407     -1.0460959     -1.8323521      1.1467287      1.7538432      2.5031858      2.4686646 
    -0.7761669     -0.1761407     -1.0460959     -0.9432815      0.1453613      2.9585429      2.3695517      2.6361158 
    -0.7761669     -0.1761407     -1.0460959     -1.4198507     -0.4350336      1.7148465      2.4785947      2.4951936 
    -0.7761669     -0.1761407     -1.0460959     -0.6664507      0.1018116      2.0166751      2.4524663      2.5252650 
    -0.7761669     -0.1761407     -1.0460959      1.0929001     -0.2317698      2.9170102      2.3529217      2.6617199 
    -0.7761669     -0.1761407     -1.0460959      0.6586375     -0.2929351      0.5833268      2.5896346      2.3869569 
    -0.7761669     -0.1761407     -1.0460959      1.6723824     -1.0549887      0.5241480      2.5779130      2.3970999 
    -0.7761669     -0.1761407     -1.0460959      0.2292755     -0.4090800     -2.8163581      3.1150761      2.1046987 
    -0.7761669     -0.1761407     -1.0460959      0.5452649      0.5728002      3.1513807      2.3532010      2.6612792 
    -0.7761669     -0.1761407     -1.0460959     -0.1201551     -0.7987064      1.0927995      2.5298385      2.4416732 
    -0.7761669     -0.1761407     -1.0460959      0.1145296     -0.8699896     -1.5804590      2.8971905      2.1915569 
    -0.7761669     -0.1761407     -1.0460959      0.7432786      0.0882455     -1.7320694      2.9111413      2.1850481 
    -0.7761669     -0.1761407     -1.0460959      0.2579509      1.0795842     -0.0474700      2.6828750      2.3148378 
    -0.7761669     -0.1761407     -1.0460959     -1.7433007      2.9598973      0.7699424      2.6237043      2.3589272 
    -0.7761669     -0.1761407     -1.0460959      1.9552282     -1.3469840     -3.0979760      3.1679325      2.0875737 
    -0.7761669     -0.1761407     -1.0460959     -1.2606996      0.0466199     -1.0809300      2.8319296      2.2241477 
    -0.7761669     -0.1761407     -1.0460959     -0.5269255     -1.3684453      1.5251546      2.4752561      2.4989239 
    -0.7761669     -0.1761407     -1.0460959     -2.6746107      1.4659051      0.4728812      2.6491399      2.3393046 
    -0.7761669     -0.1761407     -1.0460959     -0.6299785      0.4210299      1.4601379      2.5130641      2.4584560 
    -0.7761669     -0.1761407     -1.0460959     -0.5213709     -0.1207474      0.2048748      2.6477732      2.3403324 
    -0.7761669     -0.1761407     -1.0460959      0.9807809     -1.5916118     -0.2486810      2.6796536      2.3171017 
    -0.7761669     -0.1761407     -1.0460959     -0.5048035     -0.6669659      1.4251995      2.4983171      2.4737883 
    -0.7761669     -0.1761407     -1.0460959      0.5109942     -0.8381869     -2.5391757      3.0645735      2.1223270 
    -0.7761669     -0.1761407     -1.0460959     -0.3520288     -1.1931331     -0.3522094      2.7110870      2.2956249 
    -0.7761669     -0.1761407     -1.0460959      0.8140002      2.3808456     -2.1524748      2.9626933      2.1622540 
    -0.7761669     -0.1761407     -1.0460959      0.2394776      0.0181145     -1.8274343      2.9326732      2.1752937 
    -0.7761669     -0.1761407     -1.0460959     -0.3610294     -0.1767368     -2.7030983      3.0970358      2.1108467 
    -0.7761669     -0.1761407     -1.0460959     -1.2573190     -1.0714413      1.6545048      2.4723833      2.5021594 
    -0.7761669     -0.1761407     -1.0460959     -0.2084302     -0.2131852      1.2538119      2.5218970      2.4495340 
    -0.7761669     -0.1761407     -1.0460959      0.0789788     -1.4142868      1.3156461      2.4928019      2.4796677 
    -0.7761669     -0.1761407     -1.0460959      0.9862257      0.2700961     -0.5237460      2.7315069      2.2823721 
    -0.7761669     -0.1761407     -1.0460959      1.6928113      0.4905634     -3.9065356      3.2947922      2.0512153 
    -0.7761669     -0.1761407     -1.0460959      0.1061749     -1.0800426      0.1943372      2.6331623      2.3515065 
    -0.7761669     -0.1761407     -1.0460959      0.5651559     -1.5837211      0.1780383      2.6250990      2.3578234 
    -0.7761669     -0.1761407     -1.0460959      1.2206149      0.1738453     -1.9292287      2.9372882      2.1732475 
    -0.7761669     -0.1761407     -1.0460959      1.5442710      0.8007408      1.3393441      2.5153638      2.4561147 
    -0.7761669     -0.1761407     -1.0460959     -0.0245276     -0.2488844      1.1474129      2.5315159      2.4400319 
    -0.7761669     -0.1761407     -1.0460959      0.3522395      0.0558767     -1.5507422      2.8867514      2.1965281 
    -0.7761669     -0.1761407     -1.0460959     -0.6335922     -1.0098817      0.2858207      2.6288729      2.3548534 
    -0.7761669     -0.1761407     -1.0460959      0.4728107     -0.3180322      0.4799677      2.6032103      2.3755362 
    -0.7761669     -0.1761407     -1.0460959      0.2592277      0.7178069     -0.2087320      2.7001135      2.3029697 
    -0.7761669     -0.1761407     -1.0460959     -0.0232365     -0.5044732      1.0156192      2.5423133      2.4296220 
    -0.7761669     -0.1761407     -1.0460959     -0.9293900      0.1105930      0.3952168      2.6303140      2.3537255 
    -0.7761669     -0.1761407     -1.0460959     -0.7448552      1.8685019      0.3058519      2.6562719      2.3339889 
    -0.7761669     -0.1761407     -1.0460959      0.3483174      0.2535717     -0.3631448      2.7160155      2.2923775 
    -0.7761669     -0.1761407     -1.0460959      0.5057944     -0.6278993      1.4056804      2.4933638      2.4790649 
    -0.7761669     -0.1761407     -1.0460959     -0.6408727     -0.9839714     -0.5367662      2.7420154      2.2757539 
    -0.7761669     -0.1761407     -1.0460959      0.8970849     -0.1455912      0.1118066      2.6466547      2.3411756 
    -0.7761669     -0.1761407     -1.0460959      0.9451185     -0.2997725     -1.4369510      2.8630760      2.2081351 
    -0.7761669     -0.1761407     -1.0460959     -0.1331219      1.0242017      0.9266828      2.5739673      2.4005749 
    -0.7761669     -0.1761407     -1.0460959      0.8174463      0.8573959      1.4086056      2.5144272      2.4570667 
    -0.7761669     -0.1761407     -1.0460959      0.8782050      0.0941546      0.4871014      2.6039463      2.3749268 
    -0.7761669     -0.1761407     -1.0460959      0.8448328     -1.3429948     -0.9991547      2.7946616      2.2445083 
    -0.7761669     -0.1761407     -1.0460959     -0.0258524      0.6403635     -0.4360251      2.7314357      2.2824174 
    -0.7761669     -0.1761407     -1.0460959     -1.5273501     -0.2227481      2.3968547      2.4161796      2.5706389 
    -0.7761669     -0.1761407     -1.0460959     -0.1668241     -0.8164253      1.6793491      2.4662365      2.5091631 
    -0.7761669     -0.1761407     -1.0460959      0.4505400     -1.1780823      0.5578040      2.5826856      2.3929378 
    -0.7761669     -0.1761407     -1.0460959     -0.8240154      2.0760143      1.9361847      2.4929341      2.4795258 
    -0.7761669     -0.1761407     -1.0460959     -1.5961726      1.2019959     -2.0109916      2.9750976      2.1570471 
    -0.7761669     -0.1761407     -1.0460959     -0.8808873      0.3061958     -1.6392553      2.9134440      2.1839883 
    -0.7761669     -0.1761407     -1.0460959     -1.0392643     -0.4799374      0.2394238      2.6443249      2.3429386 
    -0.7761669     -0.1761407     -1.0460959     -0.1234110      0.4426161     -0.5133670      2.7415016      2.2760743 
    -0.7761669     -0.1761407     -1.0460959      0.2672326     -1.0186431     -0.6022206      2.7420726      2.2757182 
    -0.7761669     -0.1761407     -1.0460959      0.0912186     -1.5612005      0.7819728      2.5526339      2.4199162 
    -0.7761669     -0.1761407     -1.0460959     -0.1377090     -0.0694726     -0.4557824      2.7309773      2.2827092 
    -0.7761669     -0.1761407     -1.0460959     -0.8034323      0.9334877     -3.1433092      3.1654856      2.0883386 
    -0.7761669     -0.1761407     -1.0460959     -0.3222884     -0.6996656     -0.4598172      2.7294744      2.2836677 
    -0.7761669     -0.1761407     -1.0460959      0.5756081     -1.2863768     -0.0954807      2.6652419      2.3274142 
    -0.7761669     -0.1761407     -1.0460959     -1.6616782      0.9889875      1.0095652      2.5762566      2.3985548 
    -0.7761669     -0.1761407     -1.0460959      0.8896035     -0.3872562     -0.0801471      2.6688719      2.3247879 
    -0.7761669     -0.1761407     -1.0460959     -1.6967049      1.9193947     -0.5027443      2.7612055      2.2640057 
    -0.7761669     -0.1761407     -1.0460959     -1.2368630     -0.4537335      0.9706431      2.5579687      2.4149901 
    -0.7761669     -0.1761407     -1.0460959      1.7939583      1.3699706     -0.3853285      2.7131309      2.2942744 
    -0.7761669     -0.1761407     -1.0460959      2.9613699     -0.4042389      0.1779573      2.6175347      2.3638497 
    -0.7761669     -0.1761407     -1.0460959     -0.9709490      2.1320003      1.7354257      2.5133600      2.4581541 
    -0.7761669     -0.1761407     -1.0460959      2.2208036     -0.1144652     -1.8355022      2.9121034      2.1846048 
    -0.7761669     -0.1761407     -1.0460959      0.2971873     -1.3162748     -1.2017624      2.8332086      2.2234728 
    -0.7761669     -0.1761407     -1.0460959     -0.3482212      0.8150987     -1.4795772      2.8813894      2.1991159 
    -0.7761669     -0.1761407     -1.0460959      0.0934098      0.6399516      0.2870786      2.6401262      2.3461376 
    -0.7761669     -0.1761407     -1.0460959      0.8252252     -2.1705515      0.2093586      2.6109054      2.3692128 
    -0.7761669     -0.1761407     -1.0460959     -0.8913489     -0.1577608     -1.6046175      2.9099727      2.1855875 
    -0.7761669     -0.1761407     -1.0460959      2.1611634     -0.4009651      1.6170889      2.4630979      2.5127824 
    -0.4582156      0.6103916     -2.0066222     -0.9017423      0.7625437     -1.0134157      3.1454258      2.1996700 
    -0.4582156      0.6103916     -2.0066222     -0.7144279      0.2609359      1.7597763      2.7397390      2.4136128 
    -0.4582156      0.6103916     -2.0066222      0.7336281     -0.7238736     -0.9524260      3.0712547      2.2288788 
    -0.4582156      0.6103916     -2.0066222     -0.3774333      0.1788057     -1.3641180      3.1851979      2.1852740 
    -0.4582156      0.6103916     -2.0066222      0.0764847     -0.7311128      0.0922180      2.9178455      2.3012441 
    -0.4582156      0.6103916     -2.0066222      0.1277367     -0.6869018      0.3085786      2.8865027      2.3184556 
    -0.4582156      0.6103916     -2.0066222      1.6222729     -0.3782165     -3.1036174      3.4810317      2.0994471 
    -0.4582156      0.6103916     -2.0066222     -0.5604022      0.9914590     -0.5960507      3.0745365      2.2275160 
    -0.4582156      0.6103916     -2.0066222     -0.1078823      0.3836573     -0.6315848      3.0589965      2.2340303 
    -0.4582156      0.6103916     -2.0066222      1.3859695      0.6237200     -2.1690831      3.2978867      2.1485924 
    -0.4582156      0.6103916     -2.0066222     -0.2564538     -0.9402704     -2.3845876      3.3716627      2.1274132 
    -0.4582156      0.6103916     -2.0066222     -0.6280603      0.5037364      0.0099545      2.9736437      2.2728011 
    -0.4582156      0.6103916     -2.0066222     -0.0061508      0.7662335      0.0601554      2.9609698      2.2790295 
    -0.4582156      0.6103916     -2.0066222     -1.7794680      0.1889974      1.5000370      2.7846384      2.3816292 
    -0.4582156      0.6103916     -2.0066222     -0.0858940     -0.0858739     -1.9806662      3.2907887      2.1507404 
    -0.4582156      0.6103916     -2.0066222     -1.6638093      1.9464579      0.6429780      2.9368223      2.2912681 
    -0.4582156      0.6103916     -2.0066222      1.5644337     -1.1434567     -0.8092336      3.0196838      2.2512323 
    -0.4582156      0.6103916     -2.0066222      0.2504874     -0.0197330     -1.9360785      3.2742036      2.1558396 
    -0.4582156      0.6103916     -2.0066222     -1.8323521      1.1467287      1.7538432      2.7817284      2.3836177 
    -0.4582156      0.6103916     -2.0066222     -0.9432815      0.1453613      2.9585429      2.6102036      2.5245817 
    -0.4582156      0.6103916     -2.0066222     -1.4198507     -0.4350336      1.7148465      2.7345962      2.4174624 
    -0.4582156      0.6103916     -2.0066222     -0.6664507      0.1018116      2.0166751      2.7049386      2.4404714 
    -0.4582156      0.6103916     -2.0066222      1.0929001     -0.2317698      2.9170102      2.5776787      2.5578900 
    -0.4582156      0.6103916     -2.0066222      0.6586375     -0.2929351      0.5833268      2.8497405      2.3399002 
    -0.4582156      0.6103916     -2.0066222      1.6723824     -1.0549887      0.5241480      2.8186740      2.3591773 
    -0.4582156      0.6103916     -2.0066222      0.2292755     -0.4090800     -2.8163581      3.4571042      2.1052476 
    -0.4582156      0.6103916     -2.0066222      0.5452649      0.5728002      3.1513807      2.5872420      2.5478283 
    -0.4582156      0.6103916     -2.0066222     -0.1201551     -0.7987064      1.0927995      2.7807754      2.3842714 
    -0.4582156      0.6103916     -2.0066222      0.1145296     -0.8699896     -1.5804590      3.1968893      2.1811959 
    -0.4582156      0.6103916     -2.0066222      0.7432786      0.0882455     -1.7320694      3.2245924      2.1717968 
    -0.4582156      0.6103916     -2.0066222      0.2579509      1.0795842     -0.0474700      2.9786157      2.2703931 
    -0.4582156      0.6103916     -2.0066222     -1.7433007      2.9598973      0.7699424      2.9438517      2.2876539 
    -0.4582156      0.6103916     -2.0066222      1.9552282     -1.3469840     -3.0979760      3.4671795      2.1027846 
    -0.4582156      0.6103916     -2.0066222     -1.2606996      0.0466199     -1.0809300      3.1529241      2.1968921 
    -0.4582156      0.6103916     -2.0066222     -0.5269255     -1.3684453      1.5251546      2.7146653      2.4327694 
    -0.4582156      0.6103916     -2.0066222     -2.6746107      1.4659051      0.4728812      2.9664949      2.2762982 
    -0.4582156      0.6103916     -2.0066222     -0.6299785      0.4210299      1.4601379      2.7785623      2.3857940 
    -0.4582156      0.6103916     -2.0066222     -0.5213709     -0.1207474      0.2048748      2.9281773      2.2957726 
    -0.4582156      0.6103916     -2.0066222      0.9807809     -1.5916118     -0.2486810      2.9293489      2.2951582 
    -0.4582156      0.6103916     -2.0066222     -0.5048035     -0.6669659      1.4251995      2.7488781      2.4068694 
    -0.4582156      0.6103916     -2.0066222      0.5109942     -0.8381869     -2.5391757      3.3843987      2.1239568 
    -0.4582156      0.6103916     -2.0066222     -0.3520288     -1.1931331     -0.3522094      2.9834776      2.2680574 
    -0.4582156      0.6103916     -2.0066222      0.8140002      2.3808456     -2.1524748      3.3252498      2.1404984 
    -0.4582156      0.6103916     -2.0066222      0.2394776      0.0181145     -1.8274343      3.2539778      2.1622147 
    -0.4582156      0.6103916     -2.0066222     -0.3610294     -0.1767368     -2.7030983      3.4498131      2.1070488 
    -0.4582156      0.6103916     -2.0066222     -1.2573190     -1.0714413      1.6545048      2.7195363      2.4289704 
    -0.4582156      0.6103916     -2.0066222     -0.2084302     -0.2131852      1.2538119      2.7791434      2.3853936 
    -0.4582156      0.6103916     -2.0066222      0.0789788     -1.4142868      1.3156461      2.7299154      2.4210014 
    -0.4582156      0.6103916     -2.0066222      0.9862257      0.2700961     -0.5237460      3.0177053      2.2521265 
    -0.4582156      0.6103916     -2.0066222      1.6928113      0.4905634     -3.9065356      3.6683691      2.0592416 
    -0.4582156      0.6103916     -2.0066222      0.1061749     -1.0800426      0.1943372      2.8927404      2.3149545 
    -0.4582156      0.6103916     -2.0066222      0.5651559     -1.5837211      0.1780383      2.8722653      2.3265932 
    -0.4582156      0.6103916     -2.0066222      1.2206149      0.1738453     -1.9292287      3.2511051      2.1631344 
    -0.4582156      0.6103916     -2.0066222      1.5442710      0.8007408      1.3393441      2.7712581      2.3908661 
    -0.4582156      0.6103916     -2.0066222     -0.0245276     -0.2488844      1.1474129      2.7885590      2.3789679 
    -0.4582156      0.6103916     -2.0066222      0.3522395      0.0558767     -1.5507422      3.2000155      2.1801168 
    -0.4582156      0.6103916     -2.0066222     -0.6335922     -1.0098817      0.2858207      2.8949913      2.3137005 
    -0.4582156      0.6103916     -2.0066222      0.4728107     -0.3180322      0.4799677      2.8663364      2.3300435 
    -0.4582156      0.6103916     -2.0066222      0.2592277      0.7178069     -0.2087320      2.9940016      2.2630647 
    -0.4582156      0.6103916     -2.0066222     -0.0232365     -0.5044732      1.0156192      2.7979205      2.3726937 
    -0.4582156      0.6103916     -2.0066222     -0.9293900      0.1105930      0.3952168      2.9141688      2.3032148 
    -0.4582156      0.6103916     -2.0066222     -0.7448552      1.8685019      0.3058519      2.9645334      2.2772650 
    -0.4582156      0.6103916     -2.0066222      0.3483174      0.2535717     -0.3631448      3.0051919      2.2578488 
    -0.4582156      0.6103916     -2.0066222      0.5057944     -0.6278993      1.4056804      2.7370228      2.4156410 
    -0.4582156      0.6103916     -2.0066222     -0.6408727     -0.9839714     -0.5367662      3.0249967      2.2488447 
    -0.4582156      0.6103916     -2.0066222      0.8970849     -0.1455912      0.1118066      2.9150283      2.3027530 
    -0.4582156      0.6103916     -2.0066222      0.9451185     -0.2997725     -1.4369510      3.1596989      2.1944082 
    -0.4582156      0.6103916     -2.0066222     -0.1331219      1.0242017      0.9266828      2.8529978      2.3379421 
    -0.4582156      0.6103916     -2.0066222      0.8174463      0.8573959      1.4086056      2.7753648      2.3880055 
    -0.4582156      0.6103916     -2.0066222      0.8782050      0.0941546      0.4871014      2.8694617      2.3282202 
    -0.4582156      0.6103916     -2.0066222      0.8448328     -1.3429948     -0.9991547      3.0635151      2.2321200 
    -0.4582156      0.6103916     -2.0066222     -0.0258524      0.6403635     -0.4360251      3.0320410      2.2457099 
    -0.4582156      0.6103916     -2.0066222     -1.5273501     -0.2227481      2.3968547      2.6646274      2.4741355 
    -0.4582156      0.6103916     -2.0066222     -0.1668241     -0.8164253      1.6793491      2.7083188      2.4377771 
    -0.4582156      0.6103916     -2.0066222      0.4505400     -1.1780823      0.5578040      2.8315613      2.3510457 
    -0.4582156      0.6103916     -2.0066222     -0.8240154      2.0760143      1.9361847      2.7715857      2.3906371 
    -0.4582156      0.6103916     -2.0066222     -1.5961726      1.2019959     -2.0109916      3.3476840      2.1340755 
    -0.4582156      0.6103916     -2.0066222     -0.8808873      0.3061958     -1.6392553      3.2495929      2.1636201 
    -0.4582156      0.6103916     -2.0066222     -1.0392643     -0.4799374      0.2394238      2.9235649      2.2982032 
    -0.4582156      0.6103916     -2.0066222     -0.1234110      0.4426161     -0.5133670      3.0418405      2.2414067 
    -0.4582156      0.6103916     -2.0066222      0.2672326     -1.0186431     -0.6022206      3.0157630      2.2530072 
    -0.4582156      0.6103916     -2.0066222      0.0912186     -1.5612005      0.7819728      2.7951984      2.3745065 
    -0.4582156      0.6103916     -2.0066222     -0.1377090     -0.0694726     -0.4557824      3.0220797      2.2501530 
    -0.4582156      0.6103916     -2.0066222     -0.8034323      0.9334877     -3.1433092      3.5629129      2.0808035 
    -0.4582156      0.6103916     -2.0066222     -0.3222884     -0.6996656     -0.4598172      3.0122232      2.2546193 
    -0.4582156      0.6103916     -2.0066222      0.5756081     -1.2863768     -0.0954807      2.9218029      2.2991368 
    -0.4582156      0.6103916     -2.0066222     -1.6616782      0.9889875      1.0095652      2.8661258      2.3301667 
    -0.4582156      0.6103916     -2.0066222      0.8896035     -0.3872562     -0.0801471      2.9369809      2.2911861 
    -0.4582156      0.6103916     -2.0066222     -1.6967049      1.9193947     -0.5027443      3.0996561      2.2173083 
    -0.4582156      0.6103916     -2.0066222     -1.2368630     -0.4537335      0.9706431      2.8252944      2.3549756 
    -0.4582156      0.6103916     -2.0066222      1.7939583      1.3699706     -0.3853285      3.0052187      2.2578365 
    -0.4582156      0.6103916     -2.0066222      2.9613699     -0.4042389      0.1779573      2.8623218      2.3324008 
